,drug_id,drug_name,PubChem Substance,PubChem Compound,PubChem Canonical Smiles
18876,DB11029,Polistes metricus venom protein,347911088,,
18877,DB11030,Vespula germanica venom protein,347911089,,
18878,DB11031,Vespula pensylvanica venom protein,347911090,,
18879,DB11032,Vespula squamosa venom protein,347911091,,
18880,DB11033,Vespula vulgaris venom protein,347911092,,
18882,DB11050,Salmonella typhi ty21a live antigen,347911093,,
18884,DB11054,Human cord blood hematopoietic progenitor cell,347911095,,
18888,DB11060,Polyvinyl alcohol,347911099,,C=CO
18889,DB11061,Povidone,347911100,,C=CN1CCCC1=O
18890,DB11062,Octisalate,347911101,,CCCCC(CC)COC(=O)C1=CC=CC=C1O
18891,DB11063,Polysorbate 80,347911102,,
18895,DB11068,Selenic acid,347827883,1089,O[Se](=O)(=O)O
18896,DB11071,Phenyl salicylate,347827884,8361,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O
18897,DB11072,Hydrofluoric acid,347827885,14917,F
18898,DB11073,Cetylpyridinium,347827886,2683,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1
18899,DB11074,Dimethicone,347911104,,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
18900,DB11075,Hypromellose,347911105,,
18901,DB11076,Dextran 70,347911106,,
18902,DB11077,Polyethylene glycol 400,347911107,,
18903,DB11079,Trolamine salicylate,347827887,25213,C1=CC=C(C(=C1)C(=O)O)O.C(CO)N(CCO)CCO
18906,DB11081,Aluminum chloride,347827889,24012,[Al](Cl)(Cl)Cl
18907,DB11082,Coal tar,347911108,,
18908,DB11085,Resorcinol,347827890,5054,C1=CC(=CC(=C1)O)O
18909,DB11086,Cocoa butter,347911109,,
18910,DB11087,Pyrethrum extract,347911110,,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=CC=C.CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C(=O)OC)CC=CC=C
18911,DB11088,Shark liver oil,347911111,,
18912,DB11089,Docusate,347911112,,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
18913,DB11090,Potassium nitrate,347827891,24434,[N+](=O)([O-])[O-].[K+]
18915,DB11092,Stannous fluoride,347827893,24550,F[Sn]F
18916,DB11093,Calcium Citrate,347827894,13136,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2]
18951,DB11095,Desirudin,347911114,,CCC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC2C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)C(C)C)CC(=O)N)CO)CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C3CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(C)C)CC(=O)N)CCC(=O)N)CO)CCC(=O)O)C(C)O)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(C(C)C)N)C(=O)N1)CCCCN)CC(=O)N)CCC(=O)N)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(CC7=CN=CN7)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC8=CC=CC=C8)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)N9CCCC9C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)O)CCC(=O)N)CC(=O)N)CCCCN)CCC(=O)O)CC(=O)O)CO)CC(C)C
18952,DB11096,Meradimate,,,CC1CCC(C(C1)OC(=O)C2=CC=CC=C2N)C(C)C
18954,DB11098,Potassium bicarbonate,347827895,516893,C(=O)(O)[O-].[K+]
18956,DB11100,Allantoin,347911116,,C1(C(=O)NC(=O)N1)NC(=O)N
18957,DB11102,N-acetyltyrosine,347827896,68310,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O
18958,DB11104,Sulfur hexafluoride,347827897,17358,FS(F)(F)(F)(F)F
18959,DB11105,Benzalkonium,347911117,,
18960,DB11106,Pamabrom,347827898,11806,CC(C)(CO)N.CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br
18961,DB11107,Potassium bitartrate,347827899,23681127,C(C(C(=O)[O-])O)(C(=O)O)O.[K+]
18962,DB11108,Aluminum sesquichlorohydrate,347911118,,O.[OH-].[Al+3].[Cl-]
18963,DB11109,Chlorine,347827900,24526,ClCl
18964,DB11110,Magnesium citrate,347827901,6099959,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Mg+2].[Mg+2].[Mg+2]
18966,DB11112,Lanolin,347911120,,CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC
18968,DB11114,Eucalyptus oil,347911122,,CC1(C2CCC(O1)(CC2)C)C
18969,DB11115,Ensulizole,347827902,33919,C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O
18972,DB11118,Ammonia,347911125,,N
18973,DB11119,Sodium iodide,347827903,5238,[Na+].[I-]
18975,DB11121,Chloroxylenol,347827904,2723,CC1=CC(=CC(=C1Cl)C)O
18976,DB11122,Dextran 40,347911127,,
18977,DB11123,Hypochlorite,347827905,61739,[O-]Cl
18978,DB11124,Racepinephrine,347911128,,CNCC(C1=CC(=C(C=C1)O)O)O
18985,DB11125,Benzethonium,347827906,2335,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2
18988,DB11128,Ammonium molybdate,347827909,485454,[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].[NH4+].O.O.O.O.[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo]
18989,DB11129,Carbamide peroxide,347827910,31294,C(=O)(N)N.OO
18993,DB11131,Capsicum oleoresin,347911130,,
18994,DB11132,Silicon dioxide,347827911,22644374,O=[Si]=O
18998,DB11134,Cupric oxide,347827912,164827,O=[Cu]
19000,DB11136,Chromium,347827914,23976,[Cr]
19001,DB11137,Molybdenum,347827915,23932,[Mo]
19002,DB11140,Chromium Cr-51,347827916,104786,[Cr]
19003,DB11141,Manganese gluconate,347911132,,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Mn+2]
19005,DB11143,Cresol,347911133,,
19007,DB11147,Aluminum zirconium pentachlorohydrate,347911134,,O.[OH-].[Al+3].[Cl-].[Zr+4]
19008,DB11148,Butamben,347827919,2482,CCCCOC(=O)C1=CC=C(C=C1)N
19009,DB11149,Aluminum zirconium tetrachlorohydrex gly,347911135,,
19010,DB11150,Barium sulfate,347827920,24414,[O-]S(=O)(=O)[O-].[Ba+2]
19011,DB11151,Sodium hydroxide,347827921,14798,[OH-].[Na+]
19012,DB11152,Trichloroacetate,347911136,,C(=O)(C(Cl)(Cl)Cl)[O-]
19013,DB11153,Potassium hydroxide,347827922,14797,[OH-].[K+]
19014,DB11154,Zinc citrate,347827923,11023,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Zn+2].[Zn+2].[Zn+2]
19015,DB11155,Triclocarban,347827924,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl
19018,DB11157,Anthralin,347827926,2202,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O
19022,DB11159,Sodium sulfide,347827927,14804,[Na+].[Na+].[SH-]
19023,DB11160,Phenyltoloxamine,347827928,7077,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2
19024,DB11161,Polyethylene glycol 300,347911138,,C(COCCOCCOCCOCCOCCO)O
19025,DB11163,Picrate,347911139,,C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-]
19026,DB11164,Bicisate,347827929,72048,CCOC(=O)C(CS)NCCNC(CS)C(=O)OCC
19027,DB11165,Rosin,347911140,,C1=CC=C(C=C1)C=CCOC2C(C(C(C(O2)CO)O)O)O
19030,DB11168,Calcium threonate,347827930,13388558,C(C(C(C(=O)[O-])O)O)O.C(C(C(C(=O)[O-])O)O)O.[Ca+2]
19031,DB11169,Ferrous asparto glycinate,347911142,,
19032,DB11171,Ferric sulfate,347827931,23443659,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Fe+3].[Fe+3]
19036,DB11178,Polysorbate 20,347911144,,CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO
19037,DB11179,Exametazime,347911145,,CC(C(=NO)C)NCC(C)(C)CNC(C)C(=NO)C
19038,DB11180,Tetrofosmin,347827934,4274,CCOCCP(CCOCC)CCP(CCOCC)CCOCC
19039,DB11181,Homatropine,347911146,,CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O
19042,DB11184,Oftasceine,347827936,65079,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C=C4OC5=CC(=C(C=C35)CN(CC(=O)O)CC(=O)O)O)O)CN(CC(=O)O)CC(=O)O
19043,DB11185,Sulisobenzone,347827937,19988,COC1=C(C=C(C(=C1)O)C(=O)C2=CC=CC=C2)S(=O)(=O)O
19045,DB11189,Magnesium glycinate,347827939,84645,C(C(=O)[O-])N.C(C(=O)[O-])N.[Mg+2]
19047,DB11191,Cobamamide,347911148,,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-]C1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O.[Co+3]
19048,DB11193,Papain,347911149,,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN
19052,DB11200,Aluminum zirconium octachlorohydrex gly,347911153,,C(C(=O)O)N.O.[OH-].[Al+3].[Cl-].[Zr+4]
19053,DB11202,N-alkyl ethylbenzyl dimethyl ammonium (c12-c14),347911154,,
19054,DB11203,Boron,347827941,5462311,[B]
19055,DB11205,Alcloxa,,,
19056,DB11206,Bemotrizinol,,,CCCCC(CC)COC1=CC(=O)C(=C2NC(=C3C=CC(=CC3=O)OCC(CC)CCCC)N=C(N2)C4=CC=C(C=C4)OC)C=C1
19057,DB11208,Aluminum chlorohydrex propylene glycol,347911155,,CC(CO)O.O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-]
19059,DB11210,Ferrous bisglycinate,347827942,9837124,C(C(=O)[O-])N.C(C(=O)[O-])N.[Fe+2]
19061,DB11217,Arbutin,347827943,440936,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O
19062,DB11218,Tea tree oil,347911156,,CCCCCCCOP(=S)(OCCCCCCC)[S-].CCCCCCCOP(=S)(OCCCCCCC)[S-].[Zn+2]
19063,DB11219,Enzacamene,347827944,7019255,CC1=CC=C(C=C1)C=C2C3CCC(C2=O)(C3(C)C)C
19068,DB11222,Benzoin,347911157,,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O
19069,DB11228,Methyl cellulose,347911158,,
19071,DB11234,Poliglusam,347911159,,COC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)N)O)N)O)N)O)N)O)N)O)N)O
19072,DB11235,Thonzylamine,347827947,5457,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2
19075,DB11239,Aluminum sulfate,347827948,24850,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3]
19076,DB11241,Dextran 75,347911162,,CCC1C(C(C(C(O1)COCC2C(C(C(C(O2)COC)O)OC)O)O)O)O
19078,DB11243,Ethyl macadamiate,347911164,,
19079,DB11244,Cyclomethicone 5,347827949,10913,C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C
19084,DB11253,Xanthan gum,347911167,,
19085,DB11254,Hexylresorcinol,347827952,3610,CCCCCCC1=C(C=C(C=C1)O)O
19086,DB11255,Chromium picolinate,347827953,625469,C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].[Cr+3]
19088,DB11257,Fluoride ion,347827955,28179,[F-]
19089,DB11258,Ceramide 3,347911168,,
19090,DB11259,Diosmetin,347827956,5281612,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
19091,DB11260,Diacetyl benzoyl lathyrol,347827957,10577938,CC1CC2(C(C1OC(=O)C3=CC=CC=C3)C(C(=C)CCC4C(C4(C)C)C=C(C2=O)C)OC(=O)C)OC(=O)C
19092,DB11261,Atractylodes japonica root,347911169,,
19093,DB11263,Polydatin,347827958,5281718,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
19094,DB11264,Calcium glycerophosphate,347911170,,C(C(COP(=O)([O-])[O-])O)O.[Ca+2]
19095,DB11266,Sea salt,347911171,,[Na+].[Cl-]
19096,DB11268,Protocatechualdehyde,347827959,8768,C1=CC(=C(C=C1C=O)O)O
19097,DB11270,Atractylodes japonica root oil,347911172,,
19098,DB11272,Methyl undecenoyl leucinate,347827960,56843908,CC(C)CC(C(=O)OC)NC(=O)CCCCCCCCC=C
19100,DB11277,Aluminum zirconium pentachlorohydrex gly,347911174,,C(C(=O)O)N.O.[OH-].[Al+3].[Cl-].[Zr+4]
19104,DB11293,Rice bran oil,347911177,,
19105,DB11294,Coccidioides immitis spherule,347911178,,
19109,DB11295,Trichophyton verrucosum,347911179,,
19111,DB11298,Thioredoxin,347911180,,
19112,DB11299,Vanillyl butyl ether,347827963,5084146,CCCCOCC1=CC(=C(C=C1)O)OC
19115,DB11301,Curcuma aromatica root oil,347911182,,
19116,DB11302,Hydrogenated soybean oil,347911183,,
19117,DB11304,Phenoxyethanol,347827964,31236,C1=CC=C(C=C1)OCCO
19118,DB11311,Prothrombin,347911184,,
19122,DB11312,Protein C,347911185,,
19123,DB11315,Methscopolamine,347827965,71183,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
19125,DB11323,Glycol salicylate,347827966,6880,C1=CC=C(C(=C1)C(=O)OCCO)O
19126,DB11326,Boric acid,347827967,7628,B(O)(O)O
19127,DB11327,Dipyrithione,,,C1=CC=[N+](C(=C1)SSC2=CC=CC=[N+]2[O-])[O-]
19128,DB11329,C11-12 isoparaffin,347911187,,
19130,DB11333,Poloxamer 188,347911189,,CC1CO1.C1CO1
19131,DB11336,Kinetin,347827968,3830,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
19133,DB11338,Clove oil,347911190,,COC(=O)C(CC1=CN=CN1)N.Cl
19135,DB11341,Ichthammol,347911191,,
19136,DB11342,Aluminum oxide,347827970,9989226,[O-2].[O-2].[O-2].[Al+3].[Al+3]
19137,DB11343,Silanol,347827971,6327522,O[Si]
19139,DB11348,Calcium Phosphate,347827972,24456,[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
19172,DB11349,Cetyl ethylhexanoate,347911192,,CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC
19173,DB11350,Cocamidopropyl betaine,347911193,,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]
19174,DB11352,Ascorbyl phosphate,347911194,,C(C(C1C(=C(C(=O)O1)O)O)O)O.OP(=O)(O)O
19175,DB11355,Propolis wax,347911195,,
19176,DB11356,Polyquaternium-10 (400 cps at 2%),347911196,,
19179,DB11359,Guaiacol,347827973,460,COC1=CC=CC=C1O
19181,DB11362,Selexipag,310265229,9913767,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3
19183,DB11364,Pidotimod,310265231,65944,C1CC(=O)NC1C(=O)N2CSCC2C(=O)O
19184,DB11365,Sennosides,347911200,,C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O
19187,DB11371,Alfaxalone,347827976,104845,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C
19192,DB11411,Fenprostalene,,,COC(=O)CCC=C=CCC1C(CC(C1C=CC(COC2=CC=CC=C2)O)O)O
19193,DB11421,Imidacloprid,347827978,86418,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl
19197,DB11454,Prostalene,,,CCCCCC(C)(C=CC1C(CC(C1CC=C=CCCC(=O)OC)O)O)O
19198,DB11457,Rotenone,347827979,6758,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
19199,DB11460,Squalene,347827980,638072,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C
19207,DB11558,Toluene,347827982,1140,CC1=CC=CC=C1
19216,DB11570,Padimate O,347827986,30541,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C
19217,DB11571,Human Thrombin,347911204,,
19218,DB11572,Thrombin Alfa,347911205,,
19219,DB11573,Aluminum chlorohydrate,347827987,71586946,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-]
19220,DB11574,Elbasvir,347827988,71661251,CC(C)C(C(=O)N1CCCC1C2=NC=C(N2)C3=CC4=C(C=C3)N5C(OC6=C(C5=C4)C=CC(=C6)C7=CN=C(N7)C8CCCN8C(=O)C(C(C)C)NC(=O)OC)C9=CC=CC=C9)NC(=O)OC
19221,DB11575,Grazoprevir,347827989,44603531,CC(C)(C)C1C(=O)N2CC(CC2C(=O)NC3(CC3C=C)C(=O)NS(=O)(=O)C4CC4)OC5=NC6=C(C=CC(=C6)OC)N=C5CCCCCC7CC7OC(=O)N1
19222,DB11577,Indigotindisulfonic Acid,347827990,5282430,C1=CC2=C(C=C1S(=O)(=O)O)C(=O)C(=C3C(=O)C4=C(N3)C=CC(=C4)S(=O)(=O)O)N2
19223,DB11579,Light Mineral Oil,347911206,,
19229,DB11583,Cetalkonium,347827993,31203,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1
19233,DB11590,Thimerosal,347827997,16684434,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+]
19244,DB11598,Antithrombin III human,347911209,,
19246,DB11600,Beeswax,347911211,,
19247,DB11601,Tuberculin Purified Protein Derivative,347911212,,
19248,DB11602,Hydroxyethyl cellulose,347828003,4327536,CC(COCC1C(C(C(C(O1)OC2C(OC(C(C2OCC(C)O)OCC(C)O)OCC(C)O)COCC(C)O)OCC(C)O)OCC(C)O)OCC(C)O)O
19249,DB11603,Human rabies virus immune globulin,347911213,,
19250,DB11604,Tetanus Immune Globulin,347911214,,
19251,DB11605,Myrrh,347911215,,
19258,DB11610,Oxilofrine,347828005,688009,CC(C(C1=CC=C(C=C1)O)O)NC
19259,DB11611,Lifitegrast,347828006,11965427,CS(=O)(=O)C1=CC=CC(=C1)CC(C(=O)O)NC(=O)C2=C(C=C3CN(CCC3=C2Cl)C(=O)C4=CC5=C(C=C4)C=CO5)Cl
19261,DB11614,Rupatadine,347828008,133017,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2
19266,DB11619,Gestrinone,347828012,27812,CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O
19273,DB11621,Human Varicella-Zoster Immune Globulin,347911219,,
19278,DB11626,Tasonermin,,,
19296,DB11635,Tocofersolan,347911221,,
19297,DB11636,Nomegestrol,,,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4C1=CC(=O)CC4
19493,DB11640,Amifampridine,,,C1=CN=CC(=C1N)N
19497,DB11643,Recombinant Cholera Toxin B Subunit,,,
20790,DB12834,Secnidazole,347829000,71815,CC1=NC=C(N1CC(C)O)[N+](=O)[O-]
21099,DB13142,Calcium glubionate,347829259,131704325,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(C(=O)[O-])O)O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.O.[Ca+2]
21104,DB13146,Fluciclovine (18F),347829262,450601,C1C(CC1(C(=O)O)N)F
21112,DB13147,Pancrelipase lipase,347911431,,
21114,DB13149,Protein S human,347911433,,
21128,DB13152,Coagulation Factor IX Human,347911436,,
21136,DB13154,Parachlorophenol,347829264,4684,C1=CC(=CC=C1O)Cl
21137,DB13155,Esculin,347829265,5281417,C1=CC(=O)OC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O
21138,DB13156,Inosine pranobex,347829266,131704326,CC(CN(C)C)O.CC(CN(C)C)O.CC(CN(C)C)O.CC(=O)NC1=CC=C(C=C1)C(=O)O.CC(=O)NC1=CC=C(C=C1)C(=O)O.CC(=O)NC1=CC=C(C=C1)C(=O)O.C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O
21140,DB13158,Clobetasone,347829268,71387,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(=O)CC2(C1(C(=O)CCl)O)C)F)C
21145,DB13165,Ripasudil,347829272,9863672,CC1CNCCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)F
21161,DB13179,Troleandomycin,347829281,202225,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C
21164,DB13180,Gluconic Acid,347829282,10690,C(C(C(C(C(C(=O)O)O)O)O)O)O
21174,DB13192,Antihemophilic factor human,347911441,,
21200,DB13323,Trichloroethylene,,,C(=C(Cl)Cl)Cl
21201,DB13337,Pheneticillin,,,CC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3
21265,DB13842,Etofylline nicotinate,,,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCOC(=O)C3=CN=CC=C3
21269,DB13851,Artemotil,,,CCOC1C(C2CCC(C3C24C(O1)OC(CC3)(OO4)C)C)C
21282,DB13872,Lormetazepam,347829324,13314,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl
21287,DB13873,Fenofibric acid,347829325,64929,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
21301,DB13884,Albutrepenonacog Alfa,347911453,,
21321,DB13904,Cat dander extract,347911473,,
21325,DB13908,Amylmetacresol,,,CCCCCC1=C(C=C(C=C1)C)O
21326,DB13909,Bismuth Subgallate,,,C1=C(C=C(C2=C1O[Bi]O2)O)C(=O)O.O
21327,DB13910,Valproate bismuth,,,CCCC(CCC)C(=O)[O-].[Bi]
21332,DB13915,Axicabtagene ciloleucel,347911476,,
21350,DB13931,Netarsudil,,,CC1=CC(=C(C=C1)C(=O)OCC2=CC=C(C=C2)C(CN)C(=O)NC3=CC4=C(C=C3)C=NC=C4)C
21353,DB13932,Voretigene Neparvovec,,,
21366,DB13943,Testosterone cypionate,,,CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=CC(=O)CCC35C
21369,DB13944,Testosterone enanthate,,,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
21377,DB13949,Ferric cation,,,[Fe+3]
21435,DB13959,Medium-chain triglycerides,,,
21436,DB13960,Bronopol,,,C(C(CO)([N+](=O)[O-])Br)O
21443,DB13967,Patent Blue V,,,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC(=C(C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])O.CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC(=C(C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Ca+2]
21444,DB13968,Plasma protein fraction (human),,,
21452,DB13976,Sulesomab,,,
21453,DB13977,Potassium carbonate,,,C(=O)([O-])[O-].[K+].[K+]
21455,DB13979,Besilesomab,,,
21456,DB13980,Copper Cu-64,,,[Cu]
21458,DB13982,Lutetium Lu-177,,,[Lu]
21466,DB13987,Strontium chloride,,,
21476,DB13996,Magnesium acetate,,,CC(=O)[O-].CC(=O)[O-].[Mg+2]
21489,DB13999,Moroctocog alfa,,,
21521,DB14003,alpha-Tocopherol acetate,,,CC1=C2C(=C(C(=C1C)OC(=O)C)C)CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C
21522,DB14004,Tildrakizumab,,,
14,DB00004,Denileukin diftitox,46506950,,
17,DB00005,Etanercept,46506732,,
31,DB00006,Bivalirudin,46507415,16129704,CCC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C4CCCN4C(=O)C(CCCNC(=N)N)NC(=O)C5CCCN5C(=O)C(CC6=CC=CC=C6)N
32,DB00007,Leuprolide,46507635,,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
33,DB00008,Peginterferon alfa-2a,46504860,,
